type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_air_process,power_W,wear_x_torque_minNm
M,300.9,312.0,1402,50.7,185,No Failure,11.100000000000023,7443.6,9379.5
L,300.9,312.0,1500,44.2,188,No Failure,11.100000000000023,6942.9,8309.6
M,301.0,312.0,1558,37.5,190,No Failure,11.0,6118.3,7125.0
M,300.9,312.0,1447,41.4,193,No Failure,11.100000000000023,6273.3,7990.2
L,301.0,312.0,1518,39.3,196,No Failure,11.0,6247.3,7702.799999999999
L,301.0,311.9,1889,23.5,198,No Failure,10.899999999999977,4648.7,4653.0
L,301.0,312.1,1675,30.7,200,No Failure,11.100000000000023,5385.0,6140.0
H,300.9,312.0,1720,27.9,202,No Failure,11.100000000000023,5025.3,5635.799999999999
L,300.9,312.0,1441,43.8,210,No Failure,11.100000000000023,6609.5,9198.0
H,300.9,312.0,1397,42.7,212,No Failure,11.100000000000023,6246.7,9052.400000000001
M,300.8,312.0,1422,50.7,219,No Failure,11.199999999999989,7549.8,11103.300000000001
L,300.7,311.9,1399,50.2,222,Overstrain Failure,11.199999999999989,7354.4,11144.400000000001
L,300.6,311.8,1501,44.8,226,No Failure,11.199999999999989,7041.9,10124.8
M,300.6,311.9,1629,35.3,0,No Failure,11.299999999999955,6021.8,0.0
L,300.6,312.0,1490,42.2,3,No Failure,11.399999999999977,6584.6,126.60000000000001
L,300.7,311.9,1485,38.8,9,No Failure,11.199999999999989,6033.7,349.2
L,300.7,311.8,1564,36.8,11,No Failure,11.100000000000023,6027.2,404.79999999999995
L,300.7,311.7,1460,46.1,15,No Failure,11.0,7048.3,691.5
H,300.8,311.9,1431,48.5,25,No Failure,11.099999999999966,7267.9,1212.5
L,300.7,311.9,1486,35.8,32,No Failure,11.199999999999989,5571.0,1145.6
L,300.7,311.8,1441,38.1,34,No Failure,11.100000000000023,5749.3,1295.4
L,300.6,311.8,1471,41.4,39,No Failure,11.199999999999989,6377.4,1614.6
L,300.6,311.9,1463,38.2,41,No Failure,11.299999999999955,5852.4,1566.2
L,300.6,311.9,1413,41.3,43,No Failure,11.299999999999955,6111.1,1775.8999999999999
H,300.6,311.9,1604,30.5,45,No Failure,11.299999999999955,5123.1,1372.5
L,300.6,311.8,1652,27.2,52,No Failure,11.199999999999989,4705.5,1414.3999999999999
L,300.5,311.9,1403,45.7,54,No Failure,11.399999999999977,6714.3,2467.8
L,300.5,311.9,1887,21.7,56,No Failure,11.399999999999977,4288.1,1215.2
L,300.4,311.8,1405,47.9,58,No Failure,11.400000000000034,7047.6,2778.2
H,300.2,311.6,1496,41.1,60,No Failure,11.400000000000034,6438.8,2466.0
L,300.1,311.5,1499,43.4,65,No Failure,11.399999999999977,6812.7,2821.0
L,300.2,311.5,1549,37.2,67,No Failure,11.300000000000011,6034.2,2492.4
L,300.3,311.6,1515,44.9,69,No Failure,11.300000000000011,7123.4,3098.1
L,300.2,311.6,1540,37.7,71,No Failure,11.400000000000034,6079.8,2676.7000000000003
H,300.2,311.5,1426,44.3,73,No Failure,11.300000000000011,6615.3,3233.8999999999996
M,300.3,311.6,1359,54.1,81,No Failure,11.300000000000011,7699.2,4382.1
M,300.3,311.7,1551,36.4,84,No Failure,11.399999999999977,5912.1,3057.6
L,300.5,311.8,1596,34.8,87,No Failure,11.300000000000011,5816.2,3027.6
L,300.4,311.9,1868,21.3,92,No Failure,11.5,4166.6,1959.6000000000001
M,300.6,312.0,1490,39.8,94,No Failure,11.399999999999977,6210.1,3741.2
M,300.5,311.9,1676,35.2,97,No Failure,11.399999999999977,6178.0,3414.4
M,300.5,311.9,1875,22.1,100,No Failure,11.399999999999977,4339.3,2210.0
M,300.5,312.0,1867,23.0,103,No Failure,11.5,4496.8,2369.0
H,300.5,312.0,1375,43.2,108,No Failure,11.5,6220.4,4665.6
L,300.5,312.0,1558,36.7,113,No Failure,11.5,5987.7,4147.1
L,300.4,312.0,1631,34.9,115,No Failure,11.600000000000023,5960.8,4013.5
L,300.3,311.8,1360,48.0,119,No Failure,11.5,6836.1,5712.0
L,300.3,311.8,1547,39.7,121,No Failure,11.5,6431.5,4803.700000000001
L,300.3,311.7,1571,31.2,123,No Failure,11.399999999999977,5132.9,3837.6
L,300.2,311.5,1528,36.1,125,No Failure,11.300000000000011,5776.4,4512.5
H,300.2,311.5,1432,43.6,127,No Failure,11.300000000000011,6538.2,5537.2
L,300.1,311.4,1438,42.2,139,No Failure,11.299999999999955,6354.8,5865.8
L,300.2,311.4,1483,44.4,141,No Failure,11.199999999999989,6895.3,6260.4
L,300.2,311.4,1331,49.8,143,No Failure,11.199999999999989,6941.2,7121.4
L,300.2,311.4,1463,37.5,145,No Failure,11.199999999999989,5745.2,5437.5
L,300.1,311.4,1446,40.6,147,No Failure,11.299999999999955,6147.8,5968.2
L,300.1,311.4,1356,45.7,149,No Failure,11.299999999999955,6489.4,6809.3
L,300.1,311.3,1676,30.3,151,No Failure,11.199999999999989,5318.0,4575.3
L,300.2,311.6,1375,56.9,155,No Failure,11.400000000000034,8193.0,8819.5
H,300.2,311.6,1662,28.8,162,No Failure,11.400000000000034,5012.5,4665.6
L,300.2,311.6,1500,39.0,174,No Failure,11.400000000000034,6126.1,6786.0
L,300.2,311.7,1603,30.5,176,No Failure,11.5,5119.9,5368.0
L,300.3,311.7,1682,27.8,178,No Failure,11.399999999999977,4896.7,4948.400000000001
M,300.3,311.9,1429,41.6,184,No Failure,11.599999999999966,6225.2,7654.400000000001
L,300.3,311.9,1692,31.5,187,No Failure,11.599999999999966,5581.4,5890.5
L,300.4,311.9,1476,48.7,189,No Failure,11.5,7527.4,9204.300000000001
H,300.3,311.9,1390,49.0,194,No Failure,11.599999999999966,7132.5,9506.0
M,300.3,311.8,1607,33.7,199,No Failure,11.5,5671.2,6706.3
L,300.3,311.7,1821,26.3,202,No Failure,11.399999999999977,5015.3,5312.6
M,300.4,311.8,1553,33.1,209,Tool Wear Failure,11.400000000000034,5383.0,6917.900000000001
M,300.4,311.8,1442,45.1,0,No Failure,11.400000000000034,6810.4,0.0
H,300.4,311.8,2496,13.5,5,No Failure,11.400000000000034,3528.6,67.5
L,300.3,311.8,2004,19.6,12,No Failure,11.5,4113.2,235.20000000000002
L,300.3,311.8,1548,33.0,16,No Failure,11.5,5349.5,528.0
L,300.3,311.7,1333,55.2,18,No Failure,11.399999999999977,7705.4,993.6
L,300.2,311.6,1767,26.4,20,No Failure,11.400000000000034,4885.1,528.0
M,300.2,311.6,1533,46.4,24,No Failure,11.400000000000034,7448.8,1113.6
H,300.2,311.5,1515,36.8,27,No Failure,11.300000000000011,5838.3,993.5999999999999
L,300.2,311.4,1568,41.0,32,No Failure,11.199999999999989,6732.2,1312.0
L,300.2,311.4,1452,47.8,34,No Failure,11.199999999999989,7268.1,1625.1999999999998
L,300.2,311.4,1433,37.9,36,No Failure,11.199999999999989,5687.4,1364.3999999999999
L,300.1,311.4,1629,31.3,41,No Failure,11.299999999999955,5339.4,1283.3
L,300.0,311.3,1520,39.2,43,No Failure,11.300000000000011,6239.6,1685.6000000000001
H,300.0,311.2,1393,43.1,45,No Failure,11.199999999999989,6287.2,1939.5
H,299.9,311.2,1364,49.6,50,No Failure,11.300000000000011,7084.8,2480.0
M,299.9,311.3,1389,50.0,55,No Failure,11.400000000000034,7272.8,2750.0
L,299.8,311.1,1466,46.1,58,No Failure,11.300000000000011,7077.2,2673.8
L,299.7,311.1,1650,32.4,60,No Failure,11.400000000000034,5598.3,1944.0
L,299.6,311.0,1554,36.3,62,No Failure,11.399999999999977,5907.3,2250.6
H,299.5,310.8,1600,32.4,67,No Failure,11.300000000000011,5428.7,2170.7999999999997
L,299.5,310.8,1356,54.9,72,No Failure,11.300000000000011,7795.8,3952.7999999999997
L,299.5,310.8,1571,38.2,74,No Failure,11.300000000000011,6284.5,2826.8
L,299.6,310.9,1658,28.0,76,No Failure,11.299999999999955,4861.5,2128.0
L,299.6,310.8,1393,49.9,78,No Failure,11.199999999999989,7279.1,3892.2
M,299.7,311.0,1448,49.8,80,No Failure,11.300000000000011,7551.4,3984.0
L,299.7,310.9,1477,40.4,83,No Failure,11.199999999999989,6248.7,3353.2
M,299.7,310.9,1685,32.1,88,No Failure,11.199999999999989,5664.1,2824.8
L,299.5,310.8,1447,41.0,93,No Failure,11.300000000000011,6212.7,3813.0
M,299.5,310.7,1488,39.5,95,No Failure,11.199999999999989,6155.0,3752.5
M,299.6,310.8,1427,50.4,98,No Failure,11.199999999999989,7531.5,4939.2
M,299.5,310.7,1424,41.3,101,No Failure,11.199999999999989,6158.7,4171.299999999999
L,299.5,310.7,1472,40.9,104,No Failure,11.199999999999989,6304.6,4253.599999999999
L,299.5,310.7,1438,45.7,106,No Failure,11.199999999999989,6881.8,4844.200000000001
L,299.6,310.8,1507,42.4,108,No Failure,11.199999999999989,6691.3,4579.2
L,299.6,310.8,1644,30.9,114,No Failure,11.199999999999989,5319.7,3522.6
L,299.6,310.8,1498,46.9,116,No Failure,11.199999999999989,7357.2,5440.4
L,299.6,310.8,1400,40.8,118,No Failure,11.199999999999989,5981.6,4814.4
M,299.7,311.1,1618,30.3,125,No Failure,11.400000000000034,5133.9,3787.5
H,299.6,311.0,1714,30.2,128,No Failure,11.399999999999977,5420.6,3865.6
L,299.7,311.1,1603,31.4,141,No Failure,11.400000000000034,5271.0,4427.4
H,299.7,311.1,1353,47.1,143,No Failure,11.400000000000034,6673.4,6735.3
L,299.7,311.1,1690,30.6,148,No Failure,11.400000000000034,5415.5,4528.8
M,299.8,311.2,1745,26.3,150,No Failure,11.399999999999977,4806.0,3945.0
L,299.9,311.3,1522,45.7,153,No Failure,11.400000000000034,7283.8,6992.1
L,299.9,311.4,1596,28.9,160,No Failure,11.5,4830.1,4624.0
L,299.9,311.3,1371,52.3,167,No Failure,11.400000000000034,7508.8,8734.1
L,299.8,311.2,1564,40.0,172,No Failure,11.399999999999977,6551.3,6880.0
L,299.7,311.1,1439,44.9,174,No Failure,11.400000000000034,6766.1,7812.599999999999
L,299.7,311.2,1352,52.1,176,No Failure,11.5,7376.4,9169.6
L,299.8,311.3,1560,35.4,178,No Failure,11.5,5783.0,6301.2
M,299.7,311.2,1616,42.3,180,No Failure,11.5,7158.3,7613.999999999999
L,299.7,311.2,1835,23.7,183,No Failure,11.5,4554.2,4337.099999999999
M,299.7,311.1,1649,32.7,185,No Failure,11.400000000000034,5646.7,6049.500000000001
L,299.8,311.1,1452,47.3,188,No Failure,11.300000000000011,7192.1,8892.4
L,299.8,311.1,2144,17.7,190,No Failure,11.300000000000011,3974.0,3363.0
L,299.7,311.1,1554,41.0,192,No Failure,11.400000000000034,6672.1,7872.0
L,299.6,310.9,1448,46.3,196,No Failure,11.299999999999955,7020.7,9074.8
M,299.7,310.9,1620,37.2,203,No Failure,11.199999999999989,6310.8,7551.6
L,299.6,310.9,1229,65.2,209,Overstrain Failure,11.299999999999955,8391.3,13626.800000000001
L,299.4,310.7,1426,45.7,213,No Failure,11.300000000000011,6824.4,9734.1
M,299.4,310.7,1492,45.7,219,No Failure,11.300000000000011,7140.3,10008.300000000001
M,299.3,310.7,1374,48.9,222,No Failure,11.399999999999977,7036.0,10855.8
L,299.2,310.7,1737,27.0,225,Tool Wear Failure,11.5,4911.3,6075.0
L,299.3,310.8,1426,42.4,0,No Failure,11.5,6331.6,0.0
M,299.3,310.9,1826,25.1,2,No Failure,11.599999999999966,4799.6,50.2
L,299.3,310.9,1669,32.4,5,No Failure,11.599999999999966,5662.8,162.0
M,299.4,310.9,1473,40.1,7,No Failure,11.5,6185.5,280.7
L,299.3,310.8,1483,43.5,15,No Failure,11.5,6755.5,652.5
L,299.2,310.7,1535,42.6,17,No Failure,11.5,6847.7,724.2
L,299.3,310.8,1391,46.9,21,No Failure,11.5,6831.7,984.9
L,299.2,310.6,1675,33.3,28,No Failure,11.400000000000034,5841.0,932.3999999999999
M,299.2,310.5,1548,33.5,35,No Failure,11.300000000000011,5430.6,1172.5
L,299.1,310.6,1577,37.1,44,No Failure,11.5,6126.8,1632.4
L,299.0,310.4,1504,34.3,48,No Failure,11.399999999999977,5402.2,1646.3999999999999
M,298.9,310.3,1551,35.2,50,No Failure,11.400000000000034,5717.2,1760.0000000000002
L,299.1,310.5,1329,54.9,58,No Failure,11.399999999999977,7640.6,3184.2
L,299.1,310.5,1532,36.6,62,No Failure,11.399999999999977,5871.8,2269.2000000000003
L,299.1,310.5,1389,61.4,64,No Failure,11.399999999999977,8931.0,3929.6
M,299.1,310.4,1524,51.4,66,No Failure,11.299999999999955,8203.1,3392.4
L,299.1,310.5,1739,27.4,72,No Failure,11.399999999999977,4989.7,1972.8
L,299.1,310.5,1736,26.9,74,No Failure,11.399999999999977,4890.2,1990.6
L,299.1,310.5,1419,48.8,76,No Failure,11.399999999999977,7251.5,3708.7999999999997
M,299.1,310.6,1449,43.2,80,No Failure,11.5,6555.1,3456.0
M,299.2,310.6,1443,50.9,85,No Failure,11.400000000000034,7691.5,4326.5
L,299.2,310.6,1498,41.1,88,No Failure,11.400000000000034,6447.4,3616.8
L,299.0,310.4,1339,49.6,94,No Failure,11.399999999999977,6954.9,4662.400000000001
L,299.0,310.4,1483,41.5,96,No Failure,11.399999999999977,6444.9,3984.0
M,298.9,310.2,2099,20.0,98,No Failure,11.300000000000011,4396.1,1960.0
M,299.0,310.3,1689,29.7,101,No Failure,11.300000000000011,5253.1,2999.7
H,299.1,310.4,1369,54.5,104,No Failure,11.299999999999955,7813.2,5668.0
L,299.0,310.4,1512,38.8,109,No Failure,11.399999999999977,6143.4,4229.2
M,299.0,310.3,1303,68.6,111,Power Failure,11.300000000000011,9360.5,7614.599999999999
L,299.0,310.3,1552,39.9,114,No Failure,11.300000000000011,6484.7,4548.599999999999
L,299.0,310.4,1713,28.0,116,No Failure,11.399999999999977,5022.8,3248.0
L,298.9,310.3,1456,44.1,118,No Failure,11.400000000000034,6724.0,5203.8
L,299.0,310.4,1524,39.8,120,No Failure,11.399999999999977,6351.8,4776.0
M,299.0,310.4,1394,45.2,122,No Failure,11.399999999999977,6598.3,5514.400000000001
L,299.0,310.4,1565,36.1,127,No Failure,11.399999999999977,5916.3,4584.7
M,299.0,310.4,1625,37.1,131,No Failure,11.399999999999977,6313.3,4860.1
L,299.0,310.4,1606,31.1,134,No Failure,11.399999999999977,5230.4,4167.400000000001
H,299.0,310.5,1336,56.8,136,No Failure,11.5,7946.6,7724.799999999999
M,299.0,310.6,1587,34.2,141,No Failure,11.600000000000023,5683.7,4822.200000000001
L,299.1,310.6,1602,39.7,144,No Failure,11.5,6660.1,5716.8
H,299.1,310.6,1332,48.0,148,No Failure,11.5,6695.4,7104.0
L,299.1,310.6,1921,23.9,158,No Failure,11.5,4807.9,3776.2
H,299.2,310.6,1704,30.6,160,No Failure,11.400000000000034,5460.3,4896.0
M,299.1,310.6,1397,49.5,165,No Failure,11.5,7241.5,8167.5
H,299.1,310.6,1791,28.0,168,No Failure,11.5,5251.5,4704.0
L,299.2,310.7,1540,36.3,175,No Failure,11.5,5854.0,6352.499999999999
M,299.2,310.8,1502,39.8,177,No Failure,11.600000000000023,6260.1,7044.599999999999
H,299.2,310.8,1761,30.4,180,No Failure,11.600000000000023,5606.1,5472.0
L,299.1,310.7,1309,51.1,188,No Failure,11.599999999999966,7004.7,9606.800000000001
L,298.9,310.6,1363,52.6,190,No Failure,11.700000000000045,7507.8,9994.0
M,299.0,310.6,1787,22.2,192,No Failure,11.600000000000023,4154.4,4262.4
M,298.9,310.6,1720,25.3,197,No Failure,11.700000000000045,4557.0,4984.1
L,298.8,310.5,1384,52.8,200,No Failure,11.699999999999989,7652.4,10560.0
L,298.8,310.5,1464,46.4,207,No Failure,11.699999999999989,7113.6,9604.8
H,298.9,310.6,1615,33.0,221,No Failure,11.700000000000045,5581.0,7293.0
L,298.8,310.6,1651,33.3,0,No Failure,11.800000000000011,5757.3,0.0
L,298.9,310.6,1387,52.7,2,No Failure,11.700000000000045,7654.5,105.4
M,298.8,310.5,1678,32.8,4,No Failure,11.699999999999989,5763.6,131.2
L,298.9,310.6,1585,38.1,7,No Failure,11.700000000000045,6323.9,266.7
L,298.9,310.6,1406,43.8,12,No Failure,11.700000000000045,6448.9,525.5999999999999
M,298.9,310.6,1679,35.8,14,No Failure,11.700000000000045,6294.5,501.19999999999993
L,298.9,310.5,1717,26.9,17,No Failure,11.600000000000023,4836.7,457.29999999999995
H,298.9,310.5,1429,39.9,19,No Failure,11.600000000000023,5970.8,758.1
M,298.8,310.2,1595,33.1,34,No Failure,11.399999999999977,5528.6,1125.4
H,298.7,310.1,1435,45.6,37,No Failure,11.400000000000034,6852.4,1687.2
L,298.7,310.0,1637,31.8,42,No Failure,11.300000000000011,5451.4,1335.6000000000001
M,298.7,310.1,1644,34.1,46,No Failure,11.400000000000034,5870.6,1568.6000000000001
L,298.7,310.1,1641,31.1,49,No Failure,11.400000000000034,5344.4,1523.9
M,298.7,310.1,1506,50.7,53,No Failure,11.400000000000034,7995.8,2687.1000000000004
H,298.8,310.1,1380,44.0,56,No Failure,11.300000000000011,6358.6,2464.0
M,298.7,310.1,1549,42.5,61,No Failure,11.400000000000034,6894.0,2592.5
M,298.7,310.1,1402,69.7,64,Power Failure,11.400000000000034,10233.2,4460.8
L,298.7,310.1,1401,45.3,67,No Failure,11.400000000000034,6646.1,3035.1
M,298.7,310.0,1459,40.2,69,No Failure,11.300000000000011,6142.0,2773.8
L,298.7,309.9,1465,39.7,72,No Failure,11.199999999999989,6090.6,2858.4
M,298.8,310.0,1295,52.7,74,No Failure,11.199999999999989,7146.8,3899.8
M,298.8,310.0,1484,44.9,80,No Failure,11.199999999999989,6977.6,3592.0
L,298.8,309.9,1739,30.6,83,No Failure,11.099999999999966,5572.5,2539.8
H,298.7,309.8,1422,40.7,85,No Failure,11.100000000000023,6060.7,3459.5000000000005
L,298.8,309.8,1463,40.0,90,No Failure,11.0,6128.2,3600.0
L,298.7,309.7,1667,30.4,92,No Failure,11.0,5306.9,2796.7999999999997
H,298.7,309.7,1565,39.3,94,No Failure,11.0,6440.7,3694.2
L,298.7,309.7,1393,45.7,99,No Failure,11.0,6666.5,4524.3
M,298.8,309.7,1453,47.7,101,No Failure,10.899999999999977,7257.9,4817.700000000001
M,298.7,309.5,1394,46.0,113,No Failure,10.800000000000011,6715.0,5198.0
M,298.7,309.5,1500,38.8,116,No Failure,10.800000000000011,6094.7,4500.799999999999
M,298.7,309.6,1254,57.1,124,No Failure,10.900000000000034,7498.3,7080.400000000001
L,298.8,309.7,1424,49.6,129,No Failure,10.899999999999977,7396.4,6398.400000000001
M,298.8,309.7,1392,48.7,133,No Failure,10.899999999999977,7099.0,6477.1
L,298.8,309.7,1529,44.0,136,No Failure,10.899999999999977,7045.1,5984.0
M,298.8,309.7,1477,48.5,138,No Failure,10.899999999999977,7501.5,6693.0
M,298.8,309.7,1459,47.3,141,No Failure,10.899999999999977,7226.8,6669.299999999999
L,298.9,309.7,1449,48.8,147,No Failure,10.800000000000011,7404.9,7173.599999999999
M,298.8,309.7,1589,35.3,149,No Failure,10.899999999999977,5873.9,5259.7
L,298.8,309.7,1740,28.5,152,No Failure,10.899999999999977,5193.1,4332.0
M,298.8,309.7,1499,40.3,154,No Failure,10.899999999999977,6326.1,6206.2
L,298.8,309.7,1751,29.6,160,No Failure,10.899999999999977,5427.6,4736.0
L,298.7,309.7,1510,40.6,162,No Failure,11.0,6419.9,6577.2
H,298.8,309.8,1437,48.2,164,No Failure,11.0,7253.2,7904.8
H,298.8,309.8,1490,35.9,171,No Failure,11.0,5601.6,6138.9
L,298.7,309.6,1665,31.1,178,No Failure,10.900000000000034,5422.5,5535.8
M,298.7,309.6,1452,42.7,180,No Failure,10.900000000000034,6492.7,7686.000000000001
M,298.7,309.5,1487,33.6,183,No Failure,10.800000000000011,5232.1,6148.8
M,298.7,309.6,1382,48.1,186,No Failure,10.900000000000034,6961.2,8946.6
L,298.6,309.6,1491,36.9,192,No Failure,11.0,5761.5,7084.799999999999
L,298.6,309.6,1390,50.3,196,No Failure,11.0,7321.7,9858.8
L,298.7,309.6,1502,46.7,198,No Failure,10.900000000000034,7345.4,9246.6
M,298.6,309.6,1344,59.4,200,No Failure,11.0,8360.2,11880.0
L,298.7,309.7,1547,37.4,0,No Failure,11.0,6058.9,0.0
M,298.6,309.6,1525,42.4,2,No Failure,11.0,6771.2,84.8
L,298.6,309.5,1450,44.3,7,No Failure,10.899999999999977,6726.7,310.09999999999997
L,298.6,309.6,1353,62.5,9,No Failure,11.0,8855.4,562.5
L,298.9,309.8,1534,42.1,23,No Failure,10.900000000000034,6762.9,968.3000000000001
L,298.8,309.7,1953,20.6,25,No Failure,10.899999999999977,4213.1,515.0
L,298.7,309.7,1881,21.7,29,No Failure,11.0,4274.4,629.3
M,298.8,309.7,1448,44.8,31,No Failure,10.899999999999977,6793.2,1388.8
M,298.7,309.7,1362,50.5,34,No Failure,11.0,7202.7,1717.0
L,298.8,309.7,1225,63.4,37,No Failure,10.899999999999977,8133.1,2345.7999999999997
L,298.8,309.8,1334,49.3,42,No Failure,11.0,6887.0,2070.6
L,298.8,309.9,1629,31.9,49,No Failure,11.099999999999966,5441.8,1563.1
L,298.9,310.0,1776,25.7,51,No Failure,11.100000000000023,4779.7,1310.7
H,298.8,310.0,1530,38.3,53,No Failure,11.199999999999989,6136.5,2029.8999999999999
L,298.9,310.0,1719,27.3,58,No Failure,11.100000000000023,4914.4,1583.4
M,298.8,309.9,1495,35.2,60,No Failure,11.099999999999966,5510.8,2112.0
L,298.8,309.7,1450,43.1,63,No Failure,10.899999999999977,6544.5,2715.3
H,298.8,309.8,1563,38.8,65,No Failure,11.0,6350.7,2522.0
M,298.9,309.9,1501,37.1,70,No Failure,11.0,5831.5,2597.0
L,298.8,309.9,1351,47.2,73,No Failure,11.099999999999966,6677.7,3445.6000000000004
L,298.8,309.9,1525,39.7,77,No Failure,11.099999999999966,6340.0,3056.9
M,298.8,309.8,1288,61.9,79,No Failure,11.0,8349.0,4890.099999999999
M,298.5,309.6,1502,39.4,84,No Failure,11.100000000000023,6197.2,3309.6
M,298.6,309.5,1566,38.1,89,No Failure,10.899999999999977,6248.1,3390.9
M,298.5,309.5,1483,44.8,92,No Failure,11.0,6957.4,4121.599999999999
H,298.6,309.6,1593,33.3,95,No Failure,11.0,5555.1,3163.4999999999995
L,298.5,309.6,1724,26.4,100,No Failure,11.100000000000023,4766.2,2640.0
L,298.5,309.7,2617,12.1,102,Power Failure,11.199999999999989,3316.0,1234.2
L,298.6,309.7,1294,59.4,104,No Failure,11.099999999999966,8049.1,6177.599999999999
L,298.6,309.6,1533,40.7,106,No Failure,11.0,6533.8,4314.200000000001
H,298.5,309.4,1671,31.8,108,No Failure,10.899999999999977,5564.6,3434.4
L,298.5,309.5,1370,52.4,113,No Failure,11.0,7517.6,5921.2
L,298.5,309.6,1462,45.1,115,No Failure,11.100000000000023,6904.8,5186.5
L,298.4,309.5,1545,36.6,117,No Failure,11.100000000000023,5921.6,4282.2
M,298.4,309.5,1484,41.7,119,No Failure,11.100000000000023,6480.4,4962.3
L,298.4,309.5,1357,50.1,125,No Failure,11.100000000000023,7119.4,6262.5
M,298.5,309.6,1572,33.0,127,No Failure,11.100000000000023,5432.4,4191.0
L,298.5,309.6,1861,26.9,130,No Failure,11.100000000000023,5242.4,3497.0
L,298.5,309.5,1548,44.5,132,No Failure,11.0,7213.7,5874.0
L,298.6,309.8,1496,37.7,134,No Failure,11.199999999999989,5906.1,5051.8
L,298.6,309.8,1842,20.1,142,No Failure,11.199999999999989,3877.2,2854.2000000000003
M,298.7,309.9,1434,53.0,144,No Failure,11.199999999999989,7958.9,7632.0
M,298.8,310.1,1585,31.3,147,No Failure,11.300000000000011,5195.2,4601.1
H,298.8,310.1,1704,30.7,150,No Failure,11.300000000000011,5478.2,4605.0
L,298.9,310.2,1971,23.2,155,No Failure,11.300000000000011,4788.5,3596.0
L,299.0,310.3,1431,39.9,157,No Failure,11.300000000000011,5979.2,6264.3
L,298.9,310.3,1496,36.3,161,No Failure,11.400000000000034,5686.8,5844.299999999999
H,298.9,310.3,1243,63.0,163,No Failure,11.400000000000034,8200.5,10269.0
L,299.1,310.6,1380,44.7,170,No Failure,11.5,6459.7,7599.000000000001
L,299.2,310.6,1567,38.4,172,No Failure,11.400000000000034,6301.3,6604.8
L,299.1,310.5,1628,35.9,174,No Failure,11.399999999999977,6120.4,6246.599999999999
L,299.1,310.4,1505,46.1,176,No Failure,11.299999999999955,7265.5,8113.6
M,299.0,310.3,1827,28.0,178,No Failure,11.300000000000011,5357.0,4984.0
L,298.8,310.0,1537,39.9,190,No Failure,11.199999999999989,6422.1,7581.0
M,298.8,310.1,1501,48.7,192,No Failure,11.300000000000011,7654.9,9350.400000000001
