type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,diff_temperature_air_process,power_W,wear_x_torque_minNm
H,299.2,308.7,1375,55.1,78,9.5,7933.8,4297.8
M,302.5,310.3,1488,41.8,160,7.800000000000011,6513.4,6688.0
L,300.5,309.8,1305,51.7,202,9.300000000000011,7065.3,10443.400000000001
L,302.3,311.4,1570,37.2,15,9.099999999999966,6116.1,558.0
L,302.2,311.7,1412,44.5,204,9.5,6580.0,9078.0
H,299.8,310.2,1573,33.3,168,10.399999999999977,5485.3,5594.4
M,300.1,311.4,1524,40.6,98,11.299999999999955,6479.5,3978.8
M,298.8,309.7,2098,19.0,133,10.899999999999977,4174.3,2527.0
L,300.1,311.4,1572,36.2,199,11.299999999999955,5959.2,7203.8
L,299.4,310.7,1551,41.2,3,11.300000000000011,6691.7,123.60000000000001
H,300.6,310.6,1419,39.6,3,10.0,5884.5,118.80000000000001
L,302.2,311.2,1928,23.1,2,9.0,4663.9,46.2
M,301.4,310.6,1459,35.0,87,9.200000000000045,5347.5,3045.0
M,297.7,309.1,1732,28.1,167,11.400000000000034,5096.6,4692.7
M,302.6,310.5,1965,20.2,40,7.899999999999977,4156.6,808.0
L,299.1,308.1,1479,40.7,10,9.0,6303.6,407.0
H,302.2,311.1,1553,34.1,89,8.900000000000034,5545.7,3034.9
L,303.6,312.5,1345,54.1,126,8.899999999999977,7619.9,6816.6
M,299.8,309.6,1331,50.2,98,9.800000000000011,6997.0,4919.6
H,299.6,310.9,1679,31.2,120,11.299999999999955,5485.7,3744.0
M,297.5,308.2,1713,32.2,17,10.699999999999989,5776.2,547.4000000000001
L,301.4,310.5,1432,54.3,81,9.100000000000023,8142.8,4398.3
L,301.5,310.6,1578,34.1,120,9.100000000000023,5634.9,4092.0
M,303.9,313.1,1473,42.8,97,9.200000000000045,6602.0,4151.599999999999
L,301.7,311.0,1546,43.0,23,9.300000000000011,6961.6,989.0
L,300.5,311.6,1661,30.0,158,11.100000000000023,5218.2,4740.0
L,302.4,311.8,1648,30.0,122,9.400000000000034,5177.3,3660.0
L,297.3,307.9,1417,41.8,186,10.599999999999966,6202.6,7774.799999999999
L,300.8,310.7,1525,39.4,175,9.899999999999977,6292.1,6895.0
L,302.7,310.7,1977,20.0,21,8.0,4140.6,420.0
M,301.7,310.8,1502,34.4,157,9.100000000000023,5410.7,5400.8
L,301.5,310.6,1522,36.6,202,9.100000000000023,5833.4,7393.200000000001
M,297.4,308.6,1469,42.6,80,11.200000000000045,6553.3,3408.0
L,297.0,307.8,1609,35.6,193,10.800000000000011,5998.4,6870.8
L,298.3,309.9,1507,41.6,112,11.599999999999966,6565.0,4659.2
L,300.9,310.2,1382,50.4,131,9.300000000000011,7294.0,6602.4
H,302.7,312.0,1484,41.5,65,9.300000000000011,6449.3,2697.5
M,298.4,309.3,1496,45.6,129,10.900000000000034,7143.7,5882.400000000001
L,300.8,311.7,1479,39.4,18,10.899999999999977,6102.3,709.1999999999999
L,302.3,311.3,1457,44.5,83,9.0,6789.7,3693.5
L,303.6,313.1,1395,44.1,120,9.5,6442.3,5292.0
L,300.0,310.0,1486,41.8,69,10.0,6504.6,2884.2
M,299.0,309.0,1419,45.2,27,10.0,6716.6,1220.4
M,302.6,312.3,1566,36.6,46,9.699999999999989,6002.1,1683.6000000000001
M,301.7,311.0,1505,37.1,190,9.300000000000011,5847.1,7049.0
L,301.4,311.1,1469,36.9,133,9.700000000000045,5676.4,4907.7
M,302.5,310.4,1451,53.6,194,7.899999999999977,8144.4,10398.4
L,300.9,310.7,1468,36.2,208,9.800000000000011,5565.0,7529.6
L,301.8,310.7,1751,29.3,133,8.899999999999977,5372.6,3896.9
L,295.6,306.3,1636,32.7,56,10.699999999999989,5602.2,1831.2000000000003
H,302.2,311.3,1758,26.4,4,9.100000000000023,4860.2,105.6
L,297.1,307.9,1496,44.7,88,10.799999999999955,7002.7,3933.6000000000004
L,297.6,308.3,1623,36.9,61,10.699999999999989,6271.5,2250.9
M,300.8,310.3,1270,61.0,54,9.5,8112.6,3294.0
M,299.7,309.0,1465,49.0,158,9.300000000000011,7517.3,7742.0
L,300.5,309.3,1373,48.8,211,8.800000000000011,7016.5,10296.8
M,303.7,312.9,1406,41.9,48,9.199999999999989,6169.2,2011.1999999999998
L,299.8,309.5,1495,39.6,10,9.699999999999989,6199.6,396.0
L,296.0,306.7,1917,21.0,127,10.699999999999989,4215.7,2667.0
L,301.2,310.6,1437,51.2,112,9.400000000000034,7704.7,5734.400000000001
M,302.4,311.8,1453,42.1,105,9.400000000000034,6405.8,4420.5
M,297.8,308.5,1488,41.9,196,10.699999999999989,6529.0,8212.4
L,302.3,311.7,1414,47.0,11,9.399999999999977,6959.5,517.0
L,300.8,311.4,1316,57.6,43,10.599999999999966,7937.9,2476.8
H,300.2,310.3,1408,42.5,0,10.100000000000023,6266.4,0.0
L,299.5,309.2,1816,23.0,15,9.699999999999989,4373.9,345.0
L,297.8,308.4,1512,39.9,181,10.599999999999966,6317.6,7221.9
L,302.8,310.6,1671,30.5,201,7.800000000000011,5337.1,6130.5
L,298.2,307.9,1551,36.0,186,9.699999999999989,5847.1,6696.0
M,301.5,310.5,1308,60.5,139,9.0,8286.9,8409.5
L,298.6,309.9,1593,37.4,47,11.299999999999955,6239.0,1757.8
L,297.1,308.2,2267,15.7,181,11.099999999999966,3727.2,2841.7
M,300.1,310.3,1350,48.8,50,10.199999999999989,6898.9,2440.0
L,297.8,308.3,1435,50.1,189,10.5,7528.7,9468.9
H,298.3,309.4,1631,29.8,0,11.099999999999966,5089.8,0.0
M,300.5,309.4,1347,50.1,213,8.899999999999977,7067.0,10671.300000000001
L,300.5,310.8,1728,26.3,125,10.300000000000011,4759.1,3287.5
L,296.2,307.1,1444,46.7,194,10.900000000000034,7061.8,9059.800000000001
M,300.3,309.8,1617,40.8,158,9.5,6908.7,6446.4
L,302.5,310.2,1477,41.6,16,7.699999999999989,6434.3,665.6
L,302.1,311.3,1634,30.6,50,9.199999999999989,5236.0,1530.0
L,297.9,309.1,1543,36.6,20,11.200000000000045,5913.9,732.0
L,299.4,309.3,1366,48.4,116,9.900000000000034,6923.5,5614.4
M,298.6,309.5,1404,43.3,33,10.899999999999977,6366.2,1428.8999999999999
L,301.0,311.0,1553,35.8,26,10.0,5822.1,930.8
M,301.6,310.7,2012,20.7,178,9.099999999999966,4361.4,3684.6
L,297.1,308.5,1483,46.9,203,11.399999999999977,7283.5,9520.699999999999
L,299.4,309.2,1427,41.5,29,9.800000000000011,6201.6,1203.5
L,304.2,313.3,1464,45.9,48,9.100000000000023,7036.9,2203.2
L,298.0,308.4,1432,46.2,11,10.399999999999977,6928.1,508.20000000000005
M,302.2,311.4,1539,35.1,24,9.199999999999989,5656.8,842.4000000000001
L,302.5,310.2,1547,36.9,103,7.699999999999989,5977.9,3800.7
L,297.3,308.7,1492,43.6,189,11.399999999999977,6812.1,8240.4
L,301.7,310.6,1447,56.9,47,8.900000000000034,8622.0,2674.2999999999997
L,301.5,311.1,1426,52.1,121,9.600000000000023,7780.1,6304.1
L,300.4,311.2,1530,32.0,169,10.800000000000011,5127.1,5408.0
L,298.1,308.4,1436,46.7,103,10.299999999999955,7022.6,4810.1
L,300.5,309.6,1366,50.2,219,9.100000000000023,7181.0,10993.800000000001
M,303.6,312.0,1645,35.7,81,8.399999999999977,6149.8,2891.7000000000003
L,298.9,310.4,1739,26.3,30,11.5,4789.4,789.0
L,300.7,310.8,1597,30.5,38,10.100000000000023,5100.7,1159.0
H,298.3,309.2,1486,42.4,16,10.899999999999977,6598.0,678.4
L,300.6,310.5,1644,33.8,148,9.899999999999977,5819.0,5002.4
M,297.3,308.2,1846,24.5,41,10.899999999999977,4736.2,1004.5
M,297.8,309.0,1576,45.0,17,11.199999999999989,7426.7,765.0
L,301.0,312.3,1424,43.5,136,11.300000000000011,6486.8,5916.0
L,301.5,310.5,1479,34.2,147,9.0,5296.9,5027.400000000001
L,302.7,311.8,1461,46.1,10,9.100000000000023,7053.1,461.0
H,297.8,309.4,1445,48.2,10,11.599999999999966,7293.6,482.0
L,303.4,311.8,1499,45.0,16,8.400000000000034,7063.9,720.0
M,299.1,310.8,1517,38.4,185,11.699999999999989,6100.2,7104.0
L,297.1,308.4,1529,40.4,165,11.299999999999955,6468.7,6666.0
L,298.9,308.9,1422,47.6,15,10.0,7088.2,714.0
L,300.7,311.1,1427,50.3,137,10.400000000000034,7516.6,6891.099999999999
M,300.5,311.6,1246,52.9,165,11.100000000000023,6902.4,8728.5
M,297.2,308.3,1776,28.0,43,11.100000000000023,5207.5,1204.0
L,303.6,312.9,1873,23.5,7,9.299999999999955,4609.3,164.5
L,302.2,311.4,1510,44.9,33,9.199999999999989,7099.9,1481.7
L,300.0,309.2,1566,34.4,18,9.199999999999989,5641.3,619.1999999999999
H,304.2,313.0,1442,40.9,23,8.800000000000011,6176.1,940.6999999999999
L,297.3,308.5,1503,43.3,90,11.199999999999989,6815.2,3896.9999999999995
M,297.5,308.6,1440,38.8,29,11.100000000000023,5850.9,1125.1999999999998
M,298.6,310.1,1444,48.1,39,11.5,7273.5,1875.9
L,300.6,310.7,1438,48.5,78,10.099999999999966,7303.5,3783.0
M,302.5,310.4,1509,37.6,45,7.899999999999977,5941.6,1692.0
L,299.6,309.1,1641,35.8,81,9.5,6152.1,2899.7999999999997
M,303.8,312.9,1594,35.2,69,9.099999999999966,5875.7,2428.8
H,300.5,310.6,1378,51.5,166,10.100000000000023,7431.6,8549.0
M,297.4,307.9,1627,34.3,166,10.5,5844.0,5693.799999999999
M,300.9,310.7,1420,43.0,133,9.800000000000011,6394.2,5719.0
L,300.0,309.2,1444,43.6,123,9.199999999999989,6593.0,5362.8
L,301.0,312.2,1540,34.1,113,11.199999999999989,5499.3,3853.3
L,300.8,311.3,1498,40.2,73,10.5,6306.2,2934.6000000000004
L,299.3,309.2,1775,24.2,125,9.899999999999977,4498.2,3025.0
L,299.7,309.3,1779,25.5,129,9.600000000000023,4750.6,3289.5
H,299.2,308.4,1388,53.2,59,9.199999999999989,7732.7,3138.8
L,297.0,307.7,1315,60.1,128,10.699999999999989,8276.2,7692.8
L,299.1,308.5,1539,46.8,190,9.399999999999977,7542.5,8892.0
M,301.4,310.7,1639,29.8,127,9.300000000000011,5114.7,3784.6
M,302.9,312.4,1421,46.0,206,9.5,6845.1,9476.0
L,300.2,311.3,1487,36.9,71,11.100000000000023,5746.0,2619.9
L,299.4,310.6,1348,54.5,22,11.200000000000045,7693.3,1199.0
L,303.5,312.5,1457,46.4,168,9.0,7079.6,7795.2
L,297.6,308.6,1326,62.4,173,11.0,8664.8,10795.199999999999
L,302.4,312.0,1305,49.1,16,9.600000000000023,6710.0,785.6
M,300.0,309.6,1423,48.7,67,9.600000000000023,7257.1,3262.9
L,302.4,311.8,1508,45.7,108,9.400000000000034,7216.8,4935.6
L,302.6,311.0,1660,38.0,99,8.399999999999977,6605.7,3762.0
L,298.4,309.6,1477,35.6,101,11.200000000000045,5506.3,3595.6000000000004
L,301.0,311.5,1559,31.8,195,10.5,5191.6,6201.0
H,302.5,311.8,2370,14.7,198,9.300000000000011,3648.3,2910.6
L,295.6,306.3,1911,20.9,74,10.699999999999989,4182.5,1546.6
L,300.8,312.0,1496,40.0,175,11.199999999999989,6266.4,7000.0
M,300.7,310.6,1349,54.5,19,9.900000000000034,7699.0,1035.5
H,300.7,312.3,1670,27.3,81,11.600000000000023,4774.3,2211.3
L,297.6,309.3,1610,35.0,6,11.699999999999989,5901.0,210.0
L,298.7,309.8,1695,29.0,145,11.100000000000023,5147.5,4205.0
L,297.0,307.7,1731,28.5,186,10.699999999999989,5166.2,5301.0
M,301.8,311.1,1399,41.8,125,9.300000000000011,6123.8,5225.0
H,298.5,309.4,1573,36.0,97,10.899999999999977,5930.1,3492.0
L,297.8,307.3,1412,50.7,24,9.5,7496.7,1216.8000000000002
L,299.9,310.4,1328,49.9,206,10.5,6939.5,10279.4
L,300.5,309.3,1465,46.0,89,8.800000000000011,7057.1,4094.0
L,302.4,311.4,1564,35.0,122,9.0,5732.4,4270.0
L,296.8,308.0,1675,29.7,46,11.199999999999989,5209.5,1366.2
L,301.6,310.8,1535,35.4,148,9.199999999999989,5690.4,5239.2
L,298.9,310.3,1436,39.0,32,11.400000000000034,5864.7,1248.0
M,298.5,308.6,1344,53.0,114,10.100000000000023,7459.4,6042.0
M,301.2,312.4,1428,36.6,99,11.199999999999989,5473.2,3623.4
M,297.4,308.7,1425,50.3,152,11.300000000000011,7506.1,7645.599999999999
M,302.6,312.2,1353,56.5,168,9.599999999999966,8005.2,9492.0
L,303.7,312.3,1511,38.9,117,8.600000000000023,6155.2,4551.3
L,299.4,308.7,1504,37.8,112,9.300000000000011,5953.4,4233.599999999999
L,296.8,308.0,1510,39.4,29,11.199999999999989,6230.2,1142.6
L,296.3,307.4,1760,28.4,56,11.099999999999966,5234.3,1590.3999999999999
L,299.8,309.4,1510,42.5,146,9.599999999999966,6720.4,6205.0
M,296.8,307.5,1470,45.9,132,10.699999999999989,7065.8,6058.8
M,301.0,311.5,1530,43.9,165,10.5,7033.7,7243.5
M,298.9,309.8,1363,50.6,115,10.900000000000034,7222.3,5819.0
H,299.0,308.5,1623,33.5,154,9.5,5693.7,5159.0
M,297.4,308.8,1573,33.9,123,11.400000000000034,5584.1,4169.7
L,301.3,310.6,1576,30.4,92,9.300000000000011,5017.2,2796.7999999999997
L,300.3,311.8,1567,37.7,180,11.5,6186.4,6786.000000000001
H,298.3,308.0,1637,30.8,2,9.699999999999989,5279.9,61.6
L,297.8,307.9,1447,48.6,46,10.099999999999966,7364.3,2235.6
L,301.8,310.5,1593,34.9,139,8.699999999999989,5822.0,4851.099999999999
L,299.2,309.0,1408,47.2,0,9.800000000000011,6959.4,0.0
L,301.0,310.9,1568,38.2,172,9.899999999999977,6272.5,6570.400000000001
L,300.6,311.9,1425,44.9,224,11.299999999999955,6700.2,10057.6
M,302.6,312.1,2000,21.9,200,9.5,4586.7,4380.0
L,297.9,308.6,1468,36.0,168,10.700000000000045,5534.2,6048.0
L,302.0,310.8,1902,23.4,188,8.800000000000011,4660.7,4399.2
L,297.9,307.5,1574,35.8,153,9.600000000000023,5900.9,5477.4
L,303.3,311.4,1658,30.5,7,8.099999999999966,5295.6,213.5
L,298.1,307.8,1540,37.8,203,9.699999999999989,6095.9,7673.4
L,299.3,308.7,1393,54.2,80,9.399999999999977,7906.4,4336.0
M,301.0,311.2,1394,41.3,16,10.199999999999989,6028.9,660.8
L,300.2,311.7,1493,48.3,167,11.5,7551.5,8066.099999999999
L,299.9,309.4,1322,53.9,33,9.5,7461.9,1778.7
M,296.9,307.8,1544,40.3,150,10.900000000000034,6516.0,6045.0
H,297.5,308.9,1419,50.7,7,11.399999999999977,7533.9,354.90000000000003
L,300.6,311.7,1497,43.6,198,11.099999999999966,6835.0,8632.800000000001
L,297.7,309.1,1479,42.1,58,11.400000000000034,6520.5,2441.8
L,298.4,309.7,1419,41.3,159,11.300000000000011,6137.1,6566.7
L,302.2,311.4,1449,46.5,60,9.199999999999989,7055.9,2790.0
M,303.1,312.3,1623,31.6,101,9.199999999999989,5370.7,3191.6000000000004
M,302.5,312.0,1436,43.5,184,9.5,6541.4,8004.0
M,298.6,309.4,1407,45.1,176,10.799999999999955,6645.1,7937.6
M,301.7,311.0,1311,46.8,136,9.300000000000011,6425.1,6364.799999999999
L,300.9,310.7,1389,50.0,214,9.800000000000011,7272.8,10700.0
L,300.4,309.7,1692,27.4,115,9.300000000000011,4854.9,3151.0
L,295.9,306.6,1679,30.4,117,10.700000000000045,5345.1,3556.7999999999997
L,300.3,309.5,1551,37.9,42,9.199999999999989,6155.7,1591.8
L,300.6,310.8,1375,53.2,179,10.199999999999989,7660.3,9522.800000000001
H,302.9,312.3,1754,26.9,209,9.400000000000034,4941.0,5622.099999999999
L,297.4,308.3,1723,28.8,33,10.900000000000034,5196.4,950.4
L,299.7,309.6,1321,53.4,166,9.900000000000034,7387.1,8864.4
M,298.9,309.0,1812,25.9,174,10.100000000000023,4914.6,4506.599999999999
L,298.4,308.1,1279,53.1,9,9.700000000000045,7112.0,477.90000000000003
M,302.2,310.4,1456,47.5,167,8.199999999999989,7242.4,7932.5
L,299.3,309.1,1493,38.0,151,9.800000000000011,5941.2,5738.0
L,302.2,311.7,1488,44.6,178,9.5,6949.7,7938.8
L,300.0,309.3,1558,29.7,168,9.300000000000011,4845.7,4989.599999999999
L,296.9,308.1,1741,28.8,60,11.200000000000045,5250.7,1728.0
L,302.4,311.1,1446,42.9,5,8.700000000000045,6496.1,214.5
L,299.2,308.5,1387,51.1,98,9.300000000000011,7422.1,5007.8
M,301.0,310.4,1665,30.9,177,9.399999999999977,5387.7,5469.3
M,299.0,308.6,1645,33.4,22,9.600000000000023,5753.6,734.8
M,298.8,308.6,1500,37.1,210,9.800000000000011,5827.7,7791.0
L,303.0,311.2,1383,44.6,198,8.199999999999989,6459.3,8830.800000000001
L,299.4,309.0,1391,58.2,135,9.600000000000023,8477.7,7857.0
L,298.4,310.1,1926,23.7,83,11.700000000000045,4780.1,1967.1
L,298.7,309.6,1364,44.9,106,10.900000000000034,6413.4,4759.4
M,300.8,310.6,1545,37.5,155,9.800000000000011,6067.2,5812.5
M,298.1,307.7,1633,30.7,145,9.599999999999966,5249.9,4451.5
L,300.6,309.4,1556,36.0,98,8.799999999999955,5866.0,3528.0
M,296.8,307.5,1516,36.7,135,10.699999999999989,5826.3,4954.5
L,300.2,309.6,1430,52.7,47,9.400000000000034,7891.8,2476.9
L,298.9,310.0,1482,41.1,82,11.100000000000023,6378.5,3370.2000000000003
L,299.8,309.5,1641,27.1,16,9.699999999999989,4657.0,433.6
M,301.6,311.0,1431,42.3,129,9.399999999999977,6338.8,5456.7
M,303.8,312.9,1815,27.8,66,9.099999999999966,5283.8,1834.8
L,302.8,312.3,1473,42.6,232,9.5,6571.1,9883.2
M,300.4,311.7,1832,24.2,179,11.300000000000011,4642.7,4331.8
L,298.8,309.6,1442,50.0,104,10.800000000000011,7550.3,5200.0
L,300.5,311.6,1509,47.2,202,11.100000000000023,7458.6,9534.400000000001
M,297.6,308.7,1475,46.6,54,11.099999999999966,7197.9,2516.4
M,300.1,311.3,1518,40.2,130,11.199999999999989,6390.4,5226.0
L,299.4,310.5,1372,46.3,173,11.100000000000023,6652.2,8009.9
H,299.2,310.1,1542,36.1,5,10.900000000000034,5829.4,180.5
M,299.4,310.9,1446,47.3,12,11.5,7162.4,567.5999999999999
L,303.7,312.3,1606,37.4,103,8.600000000000023,6289.9,3852.2
L,297.4,308.8,1462,49.7,132,11.400000000000034,7609.1,6560.400000000001
M,297.5,308.6,1842,27.0,133,11.100000000000023,5208.1,3591.0
L,297.8,308.9,1530,37.6,106,11.099999999999966,6024.3,3985.6000000000004
L,296.8,308.0,1371,54.5,86,11.199999999999989,7824.6,4687.0
L,302.7,311.0,1694,29.8,150,8.300000000000011,5286.4,4470.0
H,298.8,310.2,1663,30.4,209,11.399999999999977,5294.1,6353.599999999999
M,297.7,309.2,1732,28.8,152,11.5,5223.6,4377.6
H,301.9,310.3,1653,32.4,100,8.400000000000034,5608.5,3240.0
L,300.5,310.6,1950,20.3,208,10.100000000000023,4145.3,4222.400000000001
M,298.0,307.6,1844,23.8,44,9.600000000000023,4595.9,1047.2
L,301.5,310.5,2289,16.4,112,9.0,3931.1,1836.7999999999997
M,301.4,310.7,1375,42.0,168,9.300000000000011,6047.6,7056.0
L,296.2,307.3,1475,37.0,44,11.100000000000023,5715.1,1628.0
M,297.4,309.3,1622,35.0,123,11.900000000000034,5944.9,4305.0
L,300.1,309.5,1353,50.9,34,9.399999999999977,7211.8,1730.6
L,297.3,308.3,1430,41.9,95,11.0,6274.5,3980.5
L,299.4,309.2,1552,37.4,37,9.800000000000011,6078.4,1383.8
L,301.4,310.6,1648,30.7,90,9.200000000000045,5298.1,2763.0
M,299.3,309.3,1471,46.0,42,10.0,7086.0,1932.0
L,300.3,311.4,1759,24.8,34,11.099999999999966,4568.2,843.2
H,298.2,310.0,1433,44.2,68,11.800000000000011,6632.8,3005.6000000000004
L,298.0,308.7,1443,49.3,52,10.699999999999989,7449.8,2563.6
L,297.7,308.9,1662,28.1,19,11.199999999999989,4890.6,533.9
L,303.6,312.5,1431,49.0,162,8.899999999999977,7342.8,7938.0
L,301.9,310.4,1603,37.6,69,8.5,6311.8,2594.4
M,298.1,307.6,2066,19.2,150,9.5,4153.9,2880.0
M,299.4,310.8,1628,40.2,111,11.400000000000034,6853.4,4462.200000000001
L,300.1,311.2,1489,39.1,188,11.099999999999966,6096.8,7350.8
M,296.9,308.0,1497,44.8,57,11.100000000000023,7023.1,2553.6
L,300.5,311.7,1811,26.8,47,11.199999999999989,5082.6,1259.6000000000001
L,298.6,309.8,1497,41.6,118,11.199999999999989,6521.4,4908.8
L,304.2,313.4,1482,41.4,32,9.199999999999989,6425.1,1324.8
L,297.6,309.5,1549,34.9,68,11.899999999999977,5661.2,2373.2
L,298.5,309.8,1468,40.9,157,11.300000000000011,6287.5,6421.3
H,301.4,310.7,1536,44.4,96,9.300000000000011,7141.7,4262.4
M,301.1,310.9,1552,37.9,126,9.799999999999955,6159.7,4775.4
L,298.5,308.2,1654,27.1,13,9.699999999999989,4693.9,352.3
L,302.9,310.8,1610,32.2,17,7.900000000000034,5428.9,547.4000000000001
L,298.9,310.1,1510,38.0,52,11.200000000000045,6008.8,1976.0
L,300.2,309.3,1532,43.2,53,9.100000000000023,6930.6,2289.6000000000004
L,303.4,312.2,1580,35.8,90,8.800000000000011,5923.4,3221.9999999999995
M,300.4,310.0,1560,42.3,186,9.600000000000023,6910.2,7867.799999999999
L,300.9,309.7,2355,14.4,201,8.800000000000011,3551.3,2894.4
L,297.0,308.1,1455,43.5,122,11.100000000000023,6628.0,5307.0
M,302.4,311.9,1398,50.1,188,9.5,7334.6,9418.800000000001
L,297.6,308.3,1523,39.5,137,10.699999999999989,6299.8,5411.5
M,303.8,312.7,1507,38.5,180,8.899999999999977,6075.8,6930.0
L,303.4,311.9,1771,31.6,202,8.5,5860.5,6383.200000000001
M,297.3,308.0,1403,45.0,77,10.699999999999989,6611.5,3465.0
H,298.4,309.3,1984,19.2,132,10.900000000000034,3989.1,2534.4
L,302.1,310.7,1491,42.8,98,8.599999999999966,6682.7,4194.4
M,297.4,309.3,1775,25.8,91,11.900000000000034,4795.6,2347.8
L,300.7,309.9,1412,45.3,155,9.199999999999989,6698.3,7021.5
L,300.4,311.7,1459,45.6,3,11.300000000000011,6967.0,136.8
L,299.1,308.6,1408,46.7,196,9.5,6885.7,9153.2
M,298.3,309.0,1505,41.3,93,10.699999999999989,6509.0,3840.8999999999996
M,299.0,308.9,1526,41.1,20,9.899999999999977,6567.9,822.0
M,302.1,311.4,1419,36.2,47,9.299999999999955,5379.2,1701.4
L,301.7,309.5,1298,65.5,229,7.800000000000011,8903.2,14999.5
L,303.5,311.6,1361,46.5,62,8.100000000000023,6627.3,2883.0
L,302.5,310.2,1307,54.0,86,7.699999999999989,7390.9,4644.0
M,303.4,311.4,1307,54.0,44,8.0,7390.9,2376.0
L,301.9,310.4,1370,51.7,153,8.5,7417.2,7910.1
M,302.4,310.5,1372,45.7,144,8.100000000000023,6566.0,6580.8
L,303.1,311.3,1336,52.6,172,8.199999999999989,7359.0,9047.2
L,302.4,310.3,1374,51.2,163,7.900000000000034,7366.9,8345.6
L,302.4,310.2,1346,62.4,106,7.800000000000011,8795.5,6614.4
M,302.1,310.7,1376,46.3,210,8.599999999999966,6671.6,9723.0
L,302.2,310.6,1346,47.5,109,8.400000000000034,6695.3,5177.5
L,303.5,311.9,1344,49.3,93,8.399999999999977,6938.6,4584.9
L,302.0,310.5,1370,44.4,85,8.5,6369.9,3774.0
L,302.4,310.2,1331,45.5,53,7.800000000000011,6341.9,2411.5
L,303.3,311.8,1315,62.0,42,8.5,8537.8,2604.0
L,303.5,312.0,1366,54.5,30,8.5,7796.1,1635.0
M,302.0,310.4,1212,55.6,79,8.399999999999977,7056.8,4392.400000000001
L,303.3,311.3,1350,48.1,32,8.0,6800.0,1539.2
L,303.2,311.4,1238,54.6,226,8.199999999999989,7078.5,12339.6
L,301.7,310.2,1311,57.4,40,8.5,7880.3,2296.0
M,302.7,310.6,1349,51.2,6,7.900000000000034,7232.9,307.20000000000005
L,303.6,311.8,1222,66.8,148,8.199999999999989,8548.2,9886.4
M,303.3,311.5,1373,47.3,60,8.199999999999989,6800.8,2838.0
L,302.6,311.0,1369,60.0,93,8.399999999999977,8601.7,5580.0
L,302.2,310.6,1348,48.4,161,8.400000000000034,6832.3,7792.4
L,302.3,310.8,1377,47.3,22,8.5,6820.6,1040.6
L,302.0,310.4,1336,58.2,110,8.399999999999977,8142.5,6402.0
L,303.6,312.0,1309,52.9,86,8.399999999999977,7251.4,4549.4
L,303.7,312.1,1363,51.8,90,8.400000000000034,7393.6,4662.0
M,303.0,311.1,1372,54.3,117,8.100000000000023,7801.6,6353.099999999999
H,302.1,310.7,1294,62.4,101,8.599999999999966,8455.7,6302.4
L,301.8,310.3,1341,50.5,64,8.5,7091.7,3232.0
L,302.3,310.9,1379,49.3,34,8.599999999999966,7119.3,1676.1999999999998
M,302.1,310.1,1379,48.2,166,8.0,6960.5,8001.200000000001
L,301.7,310.2,1331,61.2,47,8.5,8530.2,2876.4
L,302.2,310.6,1334,53.2,159,8.400000000000034,7431.8,8458.800000000001
L,302.6,310.2,1325,62.4,92,7.599999999999966,8658.2,5740.8
L,302.4,311.9,1290,70.0,139,9.5,9456.2,9730.0
L,298.9,309.1,2861,4.6,143,10.200000000000045,1378.2,657.8
L,300.1,311.3,2579,12.5,64,11.199999999999989,3375.9,800.0
M,301.5,310.4,2639,12.0,21,8.899999999999977,3316.3,252.0
L,301.9,311.0,2691,12.1,31,9.100000000000023,3409.8,375.09999999999997
L,300.7,310.4,1416,61.8,209,9.699999999999989,9163.9,12916.199999999999
M,301.7,309.8,1284,68.2,111,8.100000000000023,9170.2,7570.200000000001
L,300.8,311.4,1322,67.2,18,10.599999999999966,9303.1,1209.6000000000001
L,297.4,308.5,1399,61.5,61,11.100000000000023,9009.9,3751.5
M,298.9,308.2,1372,63.6,30,9.300000000000011,9137.8,1908.0
H,304.0,313.2,1271,68.6,161,9.199999999999989,9130.6,11044.599999999999
L,299.1,308.8,1320,67.5,20,9.699999999999989,9330.5,1350.0
L,298.1,307.7,2567,12.8,125,9.599999999999966,3440.8,1600.0
L,303.4,312.2,1337,69.4,52,8.800000000000011,9716.7,3608.8
L,298.4,309.5,2153,15.3,98,11.100000000000023,3449.6,1499.4
M,301.5,310.7,1336,65.6,0,9.199999999999989,9177.8,0.0
M,300.3,311.2,1381,65.2,136,10.899999999999977,9429.1,8867.2
L,302.1,311.2,1454,59.2,153,9.099999999999966,9013.9,9057.6
L,296.9,307.5,2721,9.3,18,10.600000000000023,2650.0,167.4
M,302.7,311.6,2709,9.7,2,8.900000000000034,2751.8,19.4
M,301.8,310.1,2372,13.9,205,8.300000000000011,3452.7,2849.5
L,297.0,307.9,1296,69.1,153,10.899999999999977,9378.0,10572.3
L,298.0,308.7,1268,69.4,189,10.699999999999989,9215.3,13116.6
L,302.3,311.4,1333,66.7,205,9.099999999999966,9310.7,13673.5
L,298.5,309.5,1294,66.7,12,11.0,9038.3,800.4000000000001
M,303.6,312.8,2659,11.4,26,9.199999999999989,3174.3,296.40000000000003
